month,station_id,station_name,season,monthly_mean_aqi,monthly_mean_pm25,monthly_mean_pm10,good_days,moderate_days,unhealthy_days,aqi_category,primary_pollutant,data_source,data_quality
2026-06,BLR_ST08,City Railway Station / Majestic,Monsoon,88,52.6,86.7,22,12,0,Satisfactory,PM2.5,DEMO,SIMULATED
2026-06,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,52,26.3,51.3,22,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-06,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,97,49.5,96.8,21,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-06,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,46,25.0,46.1,24,13,0,Good,PM10,DEMO,SIMULATED
2026-06,BLR_ST12,Yelahanka New Town,Monsoon,49,25.6,49.1,26,15,0,Good,PM10,DEMO,SIMULATED
2026-06,BLR_ST13,Electronic City Phase 1,Monsoon,71,37.8,70.9,20,16,0,Satisfactory,PM10,DEMO,SIMULATED
2026-06,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,89,43.9,88.4,19,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-07,BLR_ST01,Silk Board Junction,Monsoon,94,56.2,93.5,21,12,0,Satisfactory,PM2.5,DEMO,SIMULATED
2026-07,BLR_ST02,BTM Layout CAAQMS,Monsoon,64,35.7,63.6,25,12,0,Satisfactory,PM10,DEMO,SIMULATED
2026-07,BLR_ST03,Peenya Industrial Area,Monsoon,115,61.0,121.2,20,16,0,Moderate,PM10,DEMO,SIMULATED
2026-07,BLR_ST04,Hebbal CAAQMS,Monsoon,91,43.1,90.8,19,14,0,Satisfactory,PM10,DEMO,SIMULATED
2026-07,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,77,38.6,76.2,21,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-07,BLR_ST06,Indiranagar 100ft Road,Monsoon,62,31.9,60.9,24,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-07,BLR_ST07,Jayanagar 4th Block,Monsoon,53,24.4,52.3,22,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-07,BLR_ST08,City Railway Station / Majestic,Monsoon,90,49.2,89.6,21,14,0,Satisfactory,PM10,DEMO,SIMULATED
2026-07,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,58,29.1,57.4,25,12,0,Satisfactory,PM10,DEMO,SIMULATED
2026-07,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,85,45.2,84.6,23,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-07,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,45,22.5,40.9,27,12,0,Good,O3,DEMO,SIMULATED
2026-07,BLR_ST12,Yelahanka New Town,Monsoon,49,25.3,48.8,26,16,0,Good,PM10,DEMO,SIMULATED
2026-07,BLR_ST13,Electronic City Phase 1,Monsoon,74,39.9,73.8,22,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-07,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,86,48.3,85.9,19,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-08,BLR_ST01,Silk Board Junction,Monsoon,103,55.4,102.3,20,13,0,Moderate,PM10,DEMO,SIMULATED
2026-08,BLR_ST02,BTM Layout CAAQMS,Monsoon,68,32.9,67.8,21,15,0,Satisfactory,PM10,DEMO,SIMULATED
2026-08,BLR_ST03,Peenya Industrial Area,Monsoon,116,56.4,122.4,19,13,0,Moderate,PM10,DEMO,SIMULATED
2026-08,BLR_ST04,Hebbal CAAQMS,Monsoon,82,44.3,82.0,20,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-08,BLR_ST05,Whitefield Export Promotion Industrial Park,Monsoon,79,40.7,78.3,22,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-08,BLR_ST06,Indiranagar 100ft Road,Monsoon,59,28.0,57.7,24,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-08,BLR_ST07,Jayanagar 4th Block,Monsoon,49,24.2,48.7,26,13,0,Good,PM10,DEMO,SIMULATED
2026-08,BLR_ST08,City Railway Station / Majestic,Monsoon,90,52.4,89.8,21,16,0,Satisfactory,PM10,DEMO,SIMULATED
2026-08,BLR_ST09,Saneguruvanahalli (Basaveshwaranagar),Monsoon,57,27.0,56.6,26,13,0,Satisfactory,PM10,DEMO,SIMULATED
2026-08,BLR_ST10,BWSSB Kadabeesanahalli (Outer Ring Road),Monsoon,92,48.9,91.9,19,12,0,Satisfactory,PM10,DEMO,SIMULATED
2026-08,BLR_ST11,Hombegowda Nagar (Lalbagh Vicinity),Monsoon,45,23.5,44.4,24,16,0,Good,O3,DEMO,SIMULATED
2026-08,BLR_ST12,Yelahanka New Town,Monsoon,52,27.1,50.7,22,17,0,Satisfactory,PM10,DEMO,SIMULATED
2026-08,BLR_ST13,Electronic City Phase 1,Monsoon,80,39.0,79.3,21,14,0,Satisfactory,PM10,DEMO,SIMULATED
2026-08,BLR_ST14,Mysore Road / Nayandahalli,Monsoon,85,45.8,84.5,23,13,0,Satisfactory,PM10,DEMO,SIMULATED
